,age,reviews
832,7,"-This movie is great for kids with imagination, or really anyone. It serves as a reminder that social outcast is no good, and shows some kickass dragons along the way. If you haven't seen it yet I don't know what your doing! Give it a watch with your kid or by yourself, you won't regret it!"
833,7,"-I think that for 10 and up, This shows a lot of caring and kind. It is also good for history."
834,7,-Funny intense may scare younger kids great messages and role models gooood
835,7,"-This movie, is a work of art. Everything just fits together in the end, and the characters have great development and the story is incredibly outstanding for a kids film."
836,7,"-How To Train Your Dragon is an animated blockbuster film, in which a young boy named Hiccup, who befriends a dragon named Toothless. It is a good movie for 6 and up"
837,7,"-It is a very interesting movie, it's fun, and entertaining, I have a lot of things in my head and heart that I can't type but I can say that I love that movie and I recommend it to a lot of people, please watch the 3 movies and the 2 series."
838,7,"-I have been watching this movie since it came out when I was four years old. I really like that even when every viking expected the main character to kill a dragon, he was brave and refused to do it. There was a cheesy crush that the main character had on a girl. The three (minor) things that I would warn about are 1. Teens talk about the scars they hope to get by battling dragons. 2. The main character's Dad gifts him a helmet made from his Mother's old breastplate. 3. There were some filler words (like the common sense review said) such as ""Thor almighty"". I recommend this great movie to anybody who is thinking about watching it."
839,7,"-The end was scary, so if you have any little kids, ask them if they need to take a break.  It has some sad parts, but this is a kids movie, so it will have a happy ending."
840,8,-The movie was terrible for me. I think it is only suitable for under 5 year olds (who don't understand it) and over 8 year olds (who are already older). I was very sad about some scenes. I will never forget the movie.
841,8,-The cat guy is really weird! #WALL-EGO-4M-Olover
842,8,"-Ice Age is FUN!, More Fun Than The New Ice Age Movie (Collision Course) I Recommend Watching The First Ice Age Movie"
843,8,-Ice age is one of the best animated  films that I have ever seen it has great laughs great story score and cast too highly recommend it.
844,8,-I love Ice Age!
845,8,"-I will says that is some but jokes but they will mostly hear those butt joke in daycare and school . The are some insane seen . It will teach your kid to trust and working together . Also have reabiltiy to trust again . It is aslo teach kids to not follow in peer preasure. It is funny .  I will say it will be good starting shows for those who are learning to talk . It is always better to start earlier .  I think those you rate 18 and plus are insane . The seen is a right amount of violence . I am okay to allow the acess with all kids . I seen many parents not supervising the kids and this how crazy you are so don't blame on you . It is better to keep this acess to kids and safe enviroment . I will mind keep your opion and my opion in oppositions .  I think this will kids the improtant of trust , workship , teamword , and different meanings of family or herd or flock or school ( fish) . My 2nd grade teacher said "" We are family and spread to school like a wild fire after from the ice age and we litimed to only one bully but he is not as bad as normal school bullys in other countries and states . It stay with also new added motto which is pretty similar to we are family . By the end of the day , We all are just the same  like water and rain ."
846,8,-Very good movie!
847,8,-Ice Age is one of those newer classics.  My brother and I love Sid the sloth a lot. He just cracks us up! We also like when Diego says “Where’s the baby? There he is!”  ( It was peekaboo.). I still feel bad for Manny that he lost his parents to humans but this movie is SO good. I understand why it got 82% in the reviews.
